会员编号,股票代码,股票名称,交易类型,交易量,股票价格,总股价,交易手续费,交易状态,交易日期
YT9916,HPM,皇富矿业,出售,7032,5.17,36355.44,363.55,交易锁定,"2016-07-01 11:58:31"
86777467,PPE,越南电力油气咨询工程公司,购买,1666,4.00,6664.00,0.00,交易锁定,"2016-07-01 11:56:58"
11812899,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 11:54:10"
jsy588,HPM,皇富矿业,购买,655,5.17,3386.35,0.00,交易锁定,"2016-07-01 11:51:03"
009009533,PPE,越南电力油气咨询工程公司,出售,283,4.00,1132.00,11.32,交易锁定,"2016-07-01 11:48:43"
33229990,HPM,皇富矿业,出售,10000,5.17,51700.00,517.00,交易锁定,"2016-07-01 11:48:08"
P00200191,PPE,越南电力油气咨询工程公司,出售,111,4.00,444.00,4.44,交易锁定,"2016-07-01 11:46:48"
00200200,PPE,越南电力油气咨询工程公司,出售,48965,4.00,195860.00,1958.60,交易锁定,"2016-07-01 11:45:19"
00200200,PPE,越南电力油气咨询工程公司,出售,40000,4.00,160000.00,1600.00,交易锁定,"2016-07-01 11:44:08"
66661588,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 11:44:00"
009009223,PPE,越南电力油气咨询工程公司,出售,2812,4.00,11248.00,112.48,交易锁定,"2016-07-01 11:43:24"
00100115,HPM,皇富矿业,出售,20,5.17,103.40,1.03,交易锁定,"2016-07-01 11:33:17"
66778888,HPM,皇富矿业,出售,758,5.17,3918.86,39.19,交易锁定,"2016-07-01 11:31:53"
20161878,PPE,越南电力油气咨询工程公司,出售,2000,4.00,8000.00,80.00,交易锁定,"2016-07-01 11:31:35"
99991119,HPM,皇富矿业,出售,16040,5.17,82926.80,829.27,交易锁定,"2016-07-01 11:29:24"
sqf889,HPM,皇富矿业,出售,1900,5.17,9823.00,98.23,交易锁定,"2016-07-01 11:29:10"
88866888,PPE,越南电力油气咨询工程公司,出售,3091,4.00,12364.00,123.64,交易锁定,"2016-07-01 11:29:08"
00100115,HPM,皇富矿业,出售,1364,5.17,7051.88,70.52,交易锁定,"2016-07-01 11:28:56"
P85851685,HPM,皇富矿业,出售,20055,5.17,103684.35,1036.84,交易锁定,"2016-07-01 11:27:14"
12812899,PPE,越南电力油气咨询工程公司,出售,30260,4.00,121040.00,1210.40,交易锁定,"2016-07-01 11:23:36"
K94424838,PPE,越南电力油气咨询工程公司,购买,500,4.00,2000.00,0.00,交易锁定,"2016-07-01 11:21:29"
99996102,PPE,越南电力油气咨询工程公司,购买,4000,4.00,16000.00,0.00,交易锁定,"2016-07-01 11:19:22"
60652268,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 11:19:13"
19640323,PPE,越南电力油气咨询工程公司,购买,1200,4.00,4800.00,0.00,交易锁定,"2016-07-01 11:18:52"
HLDYWK,HPM,皇富矿业,购买,580,5.17,2998.60,0.00,交易锁定,"2016-07-01 11:18:42"
ZQY001,PPE,越南电力油气咨询工程公司,购买,2052,4.00,8208.00,0.00,交易锁定,"2016-07-01 11:18:09"
99999999,PPE,越南电力油气咨询工程公司,出售,15205,4.00,60820.00,608.20,交易锁定,"2016-07-01 11:17:40"
LJW888,HPM,皇富矿业,出售,14000,5.17,72380.00,723.80,交易锁定,"2016-07-01 11:17:25"
99592598,PPE,越南电力油气咨询工程公司,购买,105,4.00,420.00,0.00,交易锁定,"2016-07-01 11:16:56"
66669898,PPE,越南电力油气咨询工程公司,购买,78,4.00,312.00,0.00,交易锁定,"2016-07-01 11:16:42"
YW98613,PPE,越南电力油气咨询工程公司,购买,20000,4.00,80000.00,0.00,交易锁定,"2016-07-01 11:15:18"
66669898,PPE,越南电力油气咨询工程公司,购买,600,4.00,2400.00,0.00,交易锁定,"2016-07-01 11:13:49"
30777737,PPE,越南电力油气咨询工程公司,购买,2000,4.00,8000.00,0.00,交易锁定,"2016-07-01 11:13:24"
YWYXZ8613,PPE,越南电力油气咨询工程公司,购买,961,4.00,3844.00,0.00,交易锁定,"2016-07-01 11:13:18"
ZWQ002,PPE,越南电力油气咨询工程公司,购买,2324,4.00,9296.00,0.00,交易锁定,"2016-07-01 11:13:16"
YT1060,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 11:12:36"
66669898,PPE,越南电力油气咨询工程公司,购买,2000,4.00,8000.00,0.00,交易锁定,"2016-07-01 11:12:05"
66880112,PPE,越南电力油气咨询工程公司,购买,1150,4.00,4600.00,0.00,交易锁定,"2016-07-01 11:11:42"
66669898,PPE,越南电力油气咨询工程公司,购买,290,4.00,1160.00,0.00,交易锁定,"2016-07-01 11:10:33"
K94424838,PPE,越南电力油气咨询工程公司,购买,1250,4.00,5000.00,0.00,交易锁定,"2016-07-01 11:10:09"
33419493,HPM,皇富矿业,出售,4566,5.17,23606.22,236.06,交易锁定,"2016-07-01 11:09:02"
PHHS888,PPE,越南电力油气咨询工程公司,出售,4512,4.00,18048.00,180.48,交易锁定,"2016-07-01 11:04:15"
P86821448,HPM,皇富矿业,出售,1601,5.17,8277.17,82.77,交易锁定,"2016-07-01 11:04:07"
76559616,HPM,皇富矿业,购买,15540,5.17,80341.80,0.00,交易锁定,"2016-07-01 11:04:00"
81605288,PPE,越南电力油气咨询工程公司,购买,888,4.00,3552.00,0.00,交易锁定,"2016-07-01 11:03:44"
LY1352952,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 11:03:16"
LY1352952,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 11:02:25"
88333660,HPM,皇富矿业,出售,28571,5.17,147712.07,1477.12,交易锁定,"2016-07-01 11:02:19"
P93684717,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 11:01:44"
YT33789,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 11:01:12"
037906,PPE,越南电力油气咨询工程公司,出售,850,4.00,3400.00,34.00,交易锁定,"2016-07-01 11:00:19"
66669898,PPE,越南电力油气咨询工程公司,购买,10000,4.00,40000.00,0.00,交易锁定,"2016-07-01 11:00:10"
YT33789,PPE,越南电力油气咨询工程公司,购买,6755,4.00,27020.00,0.00,交易锁定,"2016-07-01 11:00:00"
33529745,PPE,越南电力油气咨询工程公司,购买,11015,4.00,44060.00,0.00,交易锁定,"2016-07-01 10:57:37"
66686669,PPE,越南电力油气咨询工程公司,购买,2833,4.00,11332.00,0.00,交易锁定,"2016-07-01 10:55:42"
yt3999,HPM,皇富矿业,出售,9746,5.17,50386.82,503.87,交易锁定,"2016-07-01 10:55:40"
YT167,PPE,越南电力油气咨询工程公司,购买,24967,4.00,99868.00,0.00,交易锁定,"2016-07-01 10:55:33"
20150668,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 10:54:49"
20150668,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 10:54:48"
37455242,PPE,越南电力油气咨询工程公司,购买,500,4.00,2000.00,0.00,交易锁定,"2016-07-01 10:54:47"
20150668,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 10:54:44"
63871635,HPM,皇富矿业,购买,625,5.17,3231.25,0.00,交易锁定,"2016-07-01 10:54:16"
20160415,PPE,越南电力油气咨询工程公司,出售,1104,4.00,4416.00,44.16,交易锁定,"2016-07-01 10:53:00"
YT55999,PPE,越南电力油气咨询工程公司,购买,25865,4.00,103460.00,0.00,交易锁定,"2016-07-01 10:52:46"
B10005,HPM,皇富矿业,出售,96764,5.17,500269.88,5002.70,交易锁定,"2016-07-01 10:52:36"
26118121,PPE,越南电力油气咨询工程公司,出售,66444,4.00,265776.00,2657.76,交易锁定,"2016-07-01 10:51:09"
28336898,PPE,越南电力油气咨询工程公司,购买,591,4.00,2364.00,0.00,交易锁定,"2016-07-01 10:50:58"
LSQ6688,PPE,越南电力油气咨询工程公司,出售,15568,4.00,62272.00,622.72,交易锁定,"2016-07-01 10:50:55"
369258,PPE,越南电力油气咨询工程公司,购买,2050,4.00,8200.00,0.00,交易锁定,"2016-07-01 10:50:07"
38866100,PPE,越南电力油气咨询工程公司,出售,41829,4.00,167316.00,1673.16,交易锁定,"2016-07-01 10:50:03"
369258,PPE,越南电力油气咨询工程公司,购买,2050,4.00,8200.00,0.00,交易锁定,"2016-07-01 10:50:03"
HJ889,PPE,越南电力油气咨询工程公司,购买,2,4.00,8.00,0.00,交易锁定,"2016-07-01 10:49:43"
YT268209,PPE,越南电力油气咨询工程公司,购买,24223,4.00,96892.00,0.00,交易锁定,"2016-07-01 10:49:20"
72649609,PPE,越南电力油气咨询工程公司,出售,11187,4.00,44748.00,447.48,交易锁定,"2016-07-01 10:49:14"
66778888,PPE,越南电力油气咨询工程公司,出售,4206,4.00,16824.00,168.24,交易锁定,"2016-07-01 10:48:28"
YT33377,PPE,越南电力油气咨询工程公司,购买,32968,4.00,131872.00,0.00,交易锁定,"2016-07-01 10:48:25"
179888,PPE,越南电力油气咨询工程公司,出售,1000,4.00,4000.00,40.00,交易锁定,"2016-07-01 10:47:48"
8890285,PPE,越南电力油气咨询工程公司,购买,200,4.00,800.00,0.00,交易锁定,"2016-07-01 10:46:39"
8889888,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:45:32"
P778889999,PPE,越南电力油气咨询工程公司,出售,11579,4.00,46316.00,463.16,交易锁定,"2016-07-01 10:44:39"
105032,PPE,越南电力油气咨询工程公司,出售,39913,4.00,159652.00,1596.52,交易锁定,"2016-07-01 10:44:33"
P89998999,PPE,越南电力油气咨询工程公司,出售,2581,4.00,10324.00,103.24,交易锁定,"2016-07-01 10:44:16"
8826698,PPE,越南电力油气咨询工程公司,出售,9546,4.00,38184.00,381.84,交易锁定,"2016-07-01 10:44:14"
009009007,PPE,越南电力油气咨询工程公司,出售,84120,4.00,336480.00,3364.80,交易锁定,"2016-07-01 10:43:18"
HCY003,HPM,皇富矿业,出售,19600,5.17,101332.00,1013.32,交易锁定,"2016-07-01 10:43:00"
MXH001,PPE,越南电力油气咨询工程公司,购买,17,4.00,68.00,0.00,交易锁定,"2016-07-01 10:42:48"
99991266,PPE,越南电力油气咨询工程公司,购买,2000,4.00,8000.00,0.00,交易锁定,"2016-07-01 10:42:08"
51852899,PPE,越南电力油气咨询工程公司,出售,41465,4.00,165860.00,1658.60,交易锁定,"2016-07-01 10:42:04"
37061126,PPE,越南电力油气咨询工程公司,购买,27,4.00,108.00,0.00,交易锁定,"2016-07-01 10:40:56"
92012990,PPE,越南电力油气咨询工程公司,出售,7000,4.00,28000.00,280.00,交易锁定,"2016-07-01 10:40:14"
1588,PPE,越南电力油气咨询工程公司,购买,6800,4.00,27200.00,0.00,交易锁定,"2016-07-01 10:38:30"
YT3777,PPE,越南电力油气咨询工程公司,购买,667,4.00,2668.00,0.00,交易锁定,"2016-07-01 10:38:26"
81605288,PPE,越南电力油气咨询工程公司,购买,4000,4.00,16000.00,0.00,交易锁定,"2016-07-01 10:38:09"
P82617999,PPE,越南电力油气咨询工程公司,出售,100000,4.00,400000.00,4000.00,交易锁定,"2016-07-01 10:37:47"
YT6668,PPE,越南电力油气咨询工程公司,出售,12708,4.00,50832.00,508.32,交易锁定,"2016-07-01 10:37:13"
YT1556677,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:37:07"
100001,PPE,越南电力油气咨询工程公司,出售,6620,4.00,26480.00,264.80,交易锁定,"2016-07-01 10:37:07"
YT1556677,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:36:43"
P10736329,HPM,皇富矿业,出售,2591,5.17,13395.47,133.95,交易锁定,"2016-07-01 10:36:41"
20150668,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 10:36:25"
ZYG888,PPE,越南电力油气咨询工程公司,购买,200,4.00,800.00,0.00,交易锁定,"2016-07-01 10:35:50"
16508718,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 10:35:29"
P83276345,PPE,越南电力油气咨询工程公司,出售,14901,4.00,59604.00,596.04,交易锁定,"2016-07-01 10:35:24"
AL688,HPM,皇富矿业,购买,4842,5.17,25033.14,0.00,交易锁定,"2016-07-01 10:35:04"
ZYG888,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:34:57"
96509336,PPE,越南电力油气咨询工程公司,出售,12375,4.00,49500.00,495.00,交易锁定,"2016-07-01 10:34:39"
881123,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:34:28"
20150178,HPM,皇富矿业,出售,5000,5.17,25850.00,258.50,交易锁定,"2016-07-01 10:34:27"
63896699,PPE,越南电力油气咨询工程公司,购买,400,4.00,1600.00,0.00,交易锁定,"2016-07-01 10:34:22"
667778888,PPE,越南电力油气咨询工程公司,出售,10000,4.00,40000.00,400.00,交易锁定,"2016-07-01 10:34:19"
11812899,HPM,皇富矿业,出售,600,5.17,3102.00,31.02,交易锁定,"2016-07-01 10:34:11"
88888888,PPE,越南电力油气咨询工程公司,出售,6672,4.00,26688.00,266.88,交易锁定,"2016-07-01 10:33:42"
LJ9999,PPE,越南电力油气咨询工程公司,购买,225,4.00,900.00,0.00,交易锁定,"2016-07-01 10:33:41"
11812899,PPE,越南电力油气咨询工程公司,出售,600,4.00,2400.00,24.00,交易锁定,"2016-07-01 10:33:29"
56907836,PPE,越南电力油气咨询工程公司,出售,31184,4.00,124736.00,1247.36,交易锁定,"2016-07-01 10:33:21"
wms9898,PPE,越南电力油气咨询工程公司,购买,5410,4.00,21640.00,0.00,交易锁定,"2016-07-01 10:33:11"
20150178,PPE,越南电力油气咨询工程公司,购买,249,4.00,996.00,0.00,交易锁定,"2016-07-01 10:33:10"
xl001,HPM,皇富矿业,出售,10360,5.17,53561.20,535.61,交易锁定,"2016-07-01 10:32:47"
LYZ008,PPE,越南电力油气咨询工程公司,出售,10000,4.00,40000.00,400.00,交易锁定,"2016-07-01 10:32:10"
YT17777,PPE,越南电力油气咨询工程公司,购买,13382,4.00,53528.00,0.00,交易锁定,"2016-07-01 10:32:10"
YT158158,PPE,越南电力油气咨询工程公司,购买,700,4.00,2800.00,0.00,交易锁定,"2016-07-01 10:32:05"
63896699,PPE,越南电力油气咨询工程公司,购买,400,4.00,1600.00,0.00,交易锁定,"2016-07-01 10:30:54"
yt077,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:30:50"
P199999,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:30:40"
53817389,PPE,越南电力油气咨询工程公司,购买,194,4.00,776.00,0.00,交易锁定,"2016-07-01 10:30:38"
cc8888,PPE,越南电力油气咨询工程公司,出售,5926,4.00,23704.00,237.04,交易锁定,"2016-07-01 10:30:32"
lk001,PPE,越南电力油气咨询工程公司,出售,6822,4.00,27288.00,272.88,交易锁定,"2016-07-01 10:30:09"
46121999,HPM,皇富矿业,出售,3623,5.17,18730.91,187.31,交易锁定,"2016-07-01 10:30:09"
FMX777,PPE,越南电力油气咨询工程公司,出售,10000,4.00,40000.00,400.00,交易锁定,"2016-07-01 10:30:06"
53817389,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 10:29:28"
FMX777,PPE,越南电力油气咨询工程公司,出售,13603,4.00,54412.00,544.12,交易锁定,"2016-07-01 10:29:20"
2824,PPE,越南电力油气咨询工程公司,购买,9509,4.00,38036.00,0.00,交易锁定,"2016-07-01 10:29:14"
0995888,PPE,越南电力油气咨询工程公司,出售,9000,4.00,36000.00,360.00,交易锁定,"2016-07-01 10:29:04"
P71019972,HPM,皇富矿业,出售,4617,5.17,23869.89,238.70,交易锁定,"2016-07-01 10:28:38"
YT1799,PPE,越南电力油气咨询工程公司,购买,1700,4.00,6800.00,0.00,交易锁定,"2016-07-01 10:28:35"
00800803,PPE,越南电力油气咨询工程公司,出售,15852,4.00,63408.00,634.08,交易锁定,"2016-07-01 10:28:31"
H201688,PPE,越南电力油气咨询工程公司,购买,259,4.00,1036.00,0.00,交易锁定,"2016-07-01 10:28:24"
P78076666,HPM,皇富矿业,出售,2432,5.17,12573.44,125.73,交易锁定,"2016-07-01 10:27:35"
K84945384,HPM,皇富矿业,出售,1384,5.17,7155.28,71.55,交易锁定,"2016-07-01 10:27:33"
99997777,HPM,皇富矿业,购买,312,5.17,1613.04,0.00,交易锁定,"2016-07-01 10:26:45"
P37811719,HPM,皇富矿业,出售,13,5.17,67.21,0.67,交易锁定,"2016-07-01 10:26:36"
wy699,PPE,越南电力油气咨询工程公司,出售,5848,4.00,23392.00,233.92,交易锁定,"2016-07-01 10:25:53"
LMJ01,HPM,皇富矿业,购买,5067,5.17,26196.39,0.00,交易锁定,"2016-07-01 10:25:49"
009009099,PPE,越南电力油气咨询工程公司,出售,26345,4.00,105380.00,1053.80,交易锁定,"2016-07-01 10:25:42"
009009136,PPE,越南电力油气咨询工程公司,出售,21332,4.00,85328.00,853.28,交易锁定,"2016-07-01 10:25:25"
96293382,HPM,皇富矿业,出售,198,5.17,1023.66,10.24,交易锁定,"2016-07-01 10:25:21"
YT5158,PPE,越南电力油气咨询工程公司,购买,6267,4.00,25068.00,0.00,交易锁定,"2016-07-01 10:25:04"
P00800801,PPE,越南电力油气咨询工程公司,出售,48019,4.00,192076.00,1920.76,交易锁定,"2016-07-01 10:24:54"
P18600081,HPM,皇富矿业,出售,2197,5.17,11358.49,113.58,交易锁定,"2016-07-01 10:24:42"
LQS168,HPM,皇富矿业,出售,3697,5.17,19113.49,191.13,交易锁定,"2016-07-01 10:24:19"
ZSQ9988,PPE,越南电力油气咨询工程公司,出售,16400,4.00,65600.00,656.00,交易锁定,"2016-07-01 10:24:10"
YT5999,HPM,皇富矿业,购买,290,5.17,1499.30,0.00,交易锁定,"2016-07-01 10:23:45"
99991121,PPE,越南电力油气咨询工程公司,购买,42367,4.00,169468.00,0.00,交易锁定,"2016-07-01 10:23:40"
882206,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:23:40"
wf1867752,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:23:29"
wy666888,PPE,越南电力油气咨询工程公司,出售,7412,4.00,29648.00,296.48,交易锁定,"2016-07-01 10:23:25"
P11881188,PPE,越南电力油气咨询工程公司,出售,1169,4.00,4676.00,46.76,交易锁定,"2016-07-01 10:23:22"
HFX008,PPE,越南电力油气咨询工程公司,出售,13857,4.00,55428.00,554.28,交易锁定,"2016-07-01 10:23:17"
LQS001,HPM,皇富矿业,出售,891,5.17,4606.47,46.06,交易锁定,"2016-07-01 10:23:15"
YT5177,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 10:23:15"
YW5355,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:22:47"
K92873969,PPE,越南电力油气咨询工程公司,出售,14519,4.00,58076.00,580.76,交易锁定,"2016-07-01 10:22:41"
0258588,PPE,越南电力油气咨询工程公司,出售,11161,4.00,44644.00,446.44,交易锁定,"2016-07-01 10:22:28"
CQ1816380,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:22:11"
22228888,PPE,越南电力油气咨询工程公司,出售,4172,4.00,16688.00,166.88,交易锁定,"2016-07-01 10:22:10"
YT1788,PPE,越南电力油气咨询工程公司,购买,6000,4.00,24000.00,0.00,交易锁定,"2016-07-01 10:21:45"
00800801,PPE,越南电力油气咨询工程公司,出售,94132,4.00,376528.00,3765.28,交易锁定,"2016-07-01 10:21:34"
LYZ008,PPE,越南电力油气咨询工程公司,出售,10000,4.00,40000.00,400.00,交易锁定,"2016-07-01 10:21:27"
zhj888,PPE,越南电力油气咨询工程公司,购买,32211,4.00,128844.00,0.00,交易锁定,"2016-07-01 10:21:20"
15815868,PPE,越南电力油气咨询工程公司,出售,8339,4.00,33356.00,333.56,交易锁定,"2016-07-01 10:20:32"
12938246,HPM,皇富矿业,出售,86,5.17,444.62,4.45,交易锁定,"2016-07-01 10:20:27"
2258598,PPE,越南电力油气咨询工程公司,出售,11800,4.00,47200.00,472.00,交易锁定,"2016-07-01 10:20:03"
88855888,PPE,越南电力油气咨询工程公司,出售,4112,4.00,16448.00,164.48,交易锁定,"2016-07-01 10:20:00"
42019,HPM,皇富矿业,出售,1000,5.17,5170.00,51.70,交易锁定,"2016-07-01 10:19:55"
XD001,PPE,越南电力油气咨询工程公司,购买,87500,4.00,350000.00,0.00,交易锁定,"2016-07-01 10:19:50"
K84647396,PPE,越南电力油气咨询工程公司,出售,2413,4.00,9652.00,96.52,交易锁定,"2016-07-01 10:19:46"
88889999,PPE,越南电力油气咨询工程公司,出售,5499,4.00,21996.00,219.96,交易锁定,"2016-07-01 10:19:46"
cjr8899,HPM,皇富矿业,购买,1,5.17,5.17,0.00,交易锁定,"2016-07-01 10:19:05"
cjr8899,HPM,皇富矿业,购买,1,5.17,5.17,0.00,交易锁定,"2016-07-01 10:19:03"
Yt039,PPE,越南电力油气咨询工程公司,购买,3000,4.00,12000.00,0.00,交易锁定,"2016-07-01 10:18:51"
82705036,HPM,皇富矿业,出售,8804,5.17,45516.68,455.17,交易锁定,"2016-07-01 10:18:40"
NHL1531678,PPE,越南电力油气咨询工程公司,购买,2,4.00,8.00,0.00,交易锁定,"2016-07-01 10:18:36"
ZPQ003,PPE,越南电力油气咨询工程公司,购买,22,4.00,88.00,0.00,交易锁定,"2016-07-01 10:18:07"
YZ000003,PPE,越南电力油气咨询工程公司,购买,4708,4.00,18832.00,0.00,交易锁定,"2016-07-01 10:17:48"
22056979,PPE,越南电力油气咨询工程公司,出售,16765,4.00,67060.00,670.60,交易锁定,"2016-07-01 10:17:45"
cjr8899,HPM,皇富矿业,购买,1,5.17,5.17,0.00,交易锁定,"2016-07-01 10:17:41"
116688,PPE,越南电力油气咨询工程公司,购买,52537,4.00,210148.00,0.00,交易锁定,"2016-07-01 10:17:37"
yt017,PPE,越南电力油气咨询工程公司,购买,2200,4.00,8800.00,0.00,交易锁定,"2016-07-01 10:17:23"
KDY001,PPE,越南电力油气咨询工程公司,出售,12048,4.00,48192.00,481.92,交易锁定,"2016-07-01 10:17:21"
42019,PPE,越南电力油气咨询工程公司,出售,288,4.00,1152.00,11.52,交易锁定,"2016-07-01 10:17:17"
99993333,PPE,越南电力油气咨询工程公司,出售,11168,4.00,44672.00,446.72,交易锁定,"2016-07-01 10:17:09"
DX667788,PPE,越南电力油气咨询工程公司,购买,500,4.00,2000.00,0.00,交易锁定,"2016-07-01 10:17:03"
DX667788,PPE,越南电力油气咨询工程公司,购买,500,4.00,2000.00,0.00,交易锁定,"2016-07-01 10:17:00"
88866888,HPM,皇富矿业,出售,4732,5.17,24464.44,244.64,交易锁定,"2016-07-01 10:16:59"
20150925,PPE,越南电力油气咨询工程公司,出售,2,4.00,8.00,0.08,交易锁定,"2016-07-01 10:16:58"
00100131,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:16:51"
2828588,PPE,越南电力油气咨询工程公司,出售,25543,4.00,102172.00,1021.72,交易锁定,"2016-07-01 10:16:43"
881937,PPE,越南电力油气咨询工程公司,购买,1425,4.00,5700.00,0.00,交易锁定,"2016-07-01 10:16:38"
42019,PPE,越南电力油气咨询工程公司,出售,3270,4.00,13080.00,130.80,交易锁定,"2016-07-01 10:16:35"
88888888,PPE,越南电力油气咨询工程公司,出售,6000,4.00,24000.00,240.00,交易锁定,"2016-07-01 10:16:32"
MYH01,HPM,皇富矿业,购买,6081,5.17,31438.77,0.00,交易锁定,"2016-07-01 10:16:21"
YT852131,PPE,越南电力油气咨询工程公司,出售,20000,4.00,80000.00,800.00,交易锁定,"2016-07-01 10:16:19"
99992222,PPE,越南电力油气咨询工程公司,出售,11169,4.00,44676.00,446.76,交易锁定,"2016-07-01 10:16:10"
37455242,PPE,越南电力油气咨询工程公司,购买,100,4.00,400.00,0.00,交易锁定,"2016-07-01 10:16:07"
66890,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:16:05"
72649608,PPE,越南电力油气咨询工程公司,出售,91772,4.00,367088.00,3670.88,交易锁定,"2016-07-01 10:15:55"
98607142,PPE,越南电力油气咨询工程公司,购买,2600,4.00,10400.00,0.00,交易锁定,"2016-07-01 10:15:52"
YZ000003,PPE,越南电力油气咨询工程公司,购买,112500,4.00,450000.00,0.00,交易锁定,"2016-07-01 10:15:41"
CQ1816380,HPM,皇富矿业,出售,30000,5.17,155100.00,1551.00,交易锁定,"2016-07-01 10:15:31"
95795234,HPM,皇富矿业,购买,3941,5.17,20374.97,0.00,交易锁定,"2016-07-01 10:15:29"
YT1799,PPE,越南电力油气咨询工程公司,购买,6000,4.00,24000.00,0.00,交易锁定,"2016-07-01 10:15:16"
19466680,PPE,越南电力油气咨询工程公司,出售,59104,4.00,236416.00,2364.16,交易锁定,"2016-07-01 10:15:13"
LHJ005,PPE,越南电力油气咨询工程公司,出售,11666,4.00,46664.00,466.64,交易锁定,"2016-07-01 10:15:02"
99996126,PPE,越南电力油气咨询工程公司,出售,7600,4.00,30400.00,304.00,交易锁定,"2016-07-01 10:14:34"
09736219,PPE,越南电力油气咨询工程公司,出售,65382,4.00,261528.00,2615.28,交易锁定,"2016-07-01 10:14:08"
88999988,PPE,越南电力油气咨询工程公司,出售,4541,4.00,18164.00,181.64,交易锁定,"2016-07-01 10:14:06"
2828588,PPE,越南电力油气咨询工程公司,出售,30000,4.00,120000.00,1200.00,交易锁定,"2016-07-01 10:13:59"
HNDP001,PPE,越南电力油气咨询工程公司,购买,1924,4.00,7696.00,0.00,交易锁定,"2016-07-01 10:13:57"
YZ000001,HPM,皇富矿业,出售,177000,5.17,915090.00,9150.90,交易锁定,"2016-07-01 10:13:53"
11118888,PPE,越南电力油气咨询工程公司,出售,20328,4.00,81312.00,813.12,交易锁定,"2016-07-01 10:13:53"
GSZ008,PPE,越南电力油气咨询工程公司,出售,44638,4.00,178552.00,1785.52,交易锁定,"2016-07-01 10:13:52"
WQW001,PPE,越南电力油气咨询工程公司,购买,427,4.00,1708.00,0.00,交易锁定,"2016-07-01 10:13:46"
YT9917,PPE,越南电力油气咨询工程公司,购买,54,4.00,216.00,0.00,交易锁定,"2016-07-01 10:13:23"
00900902,PPE,越南电力油气咨询工程公司,出售,11470,4.00,45880.00,458.80,交易锁定,"2016-07-01 10:13:20"
lrf1688,PPE,越南电力油气咨询工程公司,购买,6349,4.00,25396.00,0.00,交易锁定,"2016-07-01 10:13:15"
11119999,PPE,越南电力油气咨询工程公司,出售,36367,4.00,145468.00,1454.68,交易锁定,"2016-07-01 10:13:15"
99996345,PPE,越南电力油气咨询工程公司,购买,1700,4.00,6800.00,0.00,交易锁定,"2016-07-01 10:13:07"
60382158,PPE,越南电力油气咨询工程公司,出售,97486,4.00,389944.00,3899.44,交易锁定,"2016-07-01 10:13:06"
39511368,PPE,越南电力油气咨询工程公司,购买,125,4.00,500.00,0.00,交易锁定,"2016-07-01 10:13:04"
